t,cmd_left,cmd_right
140.5667,1.0000,0.1500
140.6000,1.0000,0.1500
140.6333,1.0000,0.1500
140.6667,1.0000,0.1500
140.7000,1.0000,0.1500
140.7333,1.0000,0.1500
140.7667,1.0000,0.1500
140.8000,1.0000,0.1500
140.8333,1.0000,0.1500
140.8667,1.0000,0.1500
140.9000,1.0000,0.1500
140.9333,1.0000,0.1500
140.9667,1.0000,0.1500
141.0000,1.0000,0.1500
141.0333,1.0000,0.1500
141.0667,1.0000,0.1500
141.1000,1.0000,0.1500
141.1333,1.0000,0.1500
141.1667,1.0000,0.1500
141.2000,1.0000,0.1500
141.2333,1.0000,0.1500
141.2667,1.0000,0.1500
141.3000,1.0000,0.1500
141.3333,1.0000,0.1500
141.3667,1.0000,0.1500
141.4000,1.0000,0.1500
141.4333,1.0000,0.1500
141.4667,1.0000,0.1500
141.5000,1.0000,0.1500
141.5333,1.0000,0.1500
141.5667,1.0000,0.1500
141.6000,1.0000,0.1500
141.6333,1.0000,0.1500
141.6667,1.0000,0.1500
141.7000,1.0000,0.1500
141.7333,1.0000,0.1500
141.7667,1.0000,0.1500
141.8000,1.0000,0.1500
141.8333,0.1500,1.0000
141.8667,0.1500,1.0000
141.9000,0.1500,1.0000
141.9333,0.1500,1.0000
141.9667,0.1500,1.0000
142.0000,0.1500,1.0000
142.0333,0.1500,1.0000
142.0667,0.1500,1.0000
142.1000,0.1500,1.0000
142.1333,0.1500,1.0000
142.1667,0.1500,1.0000
142.2000,0.1500,1.0000
142.2333,0.1500,1.0000
142.2667,0.1500,1.0000
142.3000,0.1500,1.0000
142.3333,0.1500,1.0000
142.3667,0.1500,1.0000
142.4000,0.1500,1.0000
142.4333,0.1500,1.0000
142.4667,0.1500,1.0000
142.5000,0.1500,1.0000
142.5333,0.1500,1.0000
142.5667,0.1500,1.0000
142.6000,0.1500,1.0000
142.6333,0.1500,1.0000
142.6667,0.1500,1.0000
142.7000,0.1500,1.0000
142.7333,0.1500,1.0000
142.7667,0.1500,1.0000
142.8000,0.1500,1.0000
142.8333,0.1500,1.0000
142.8667,0.1500,1.0000
142.9000,0.1500,1.0000
142.9333,0.1500,1.0000
142.9667,0.1500,1.0000
143.0000,0.1500,1.0000
143.0333,0.1500,1.0000
143.0667,0.1500,1.0000
143.1000,0.1500,1.0000
143.1333,0.1500,1.0000
143.1667,0.1500,1.0000
143.2000,0.1500,1.0000
143.2333,0.1500,1.0000
143.2667,0.1500,1.0000
143.3000,0.1500,1.0000
143.3333,1.0000,0.1500
143.3667,1.0000,0.1500
143.4000,1.0000,0.1500
143.4333,1.0000,0.1500
143.4667,1.0000,0.1500
143.5000,1.0000,0.1500
143.5333,1.0000,0.1500
143.5667,1.0000,0.1500
143.6000,1.0000,0.1500
143.6333,1.0000,0.1500
143.6667,1.0000,0.1500
143.7000,1.0000,0.1500
143.7333,1.0000,0.1500
143.7667,1.0000,0.1500
143.8000,1.0000,0.1500
143.8333,1.0000,0.1500
143.8667,1.0000,0.1500
143.9000,1.0000,0.1500
143.9333,1.0000,0.1500
143.9667,1.0000,0.1500
144.0000,1.0000,0.1500
144.0333,1.0000,0.1500
144.0667,1.0000,0.1500
144.1000,1.0000,0.1500
144.1333,1.0000,0.1500
144.1667,1.0000,0.1500
144.2000,1.0000,0.1500
144.2333,1.0000,0.1500
144.2667,1.0000,0.1500
144.3000,1.0000,0.1500
144.3333,1.0000,0.1500
144.3667,1.0000,0.1500
144.4000,1.0000,0.1500
144.4333,1.0000,0.1500
144.4667,1.0000,0.1500
144.5000,1.0000,0.1500
144.5333,1.0000,0.1500
144.5667,1.0000,0.1500
144.6000,1.0000,0.1500
144.6333,1.0000,0.1500
144.6667,1.0000,0.1500
144.7000,1.0000,0.1500
144.7333,1.0000,0.1500
144.7667,1.0000,0.1500
144.8000,1.0000,0.1500
144.8333,0.1500,1.0000
144.8667,0.1500,1.0000
144.9000,0.1500,1.0000
144.9333,0.1500,1.0000
144.9667,0.1500,1.0000
145.0000,0.1500,1.0000
145.0333,0.1500,1.0000
145.0667,0.1500,1.0000
145.1000,0.1500,1.0000
145.1333,0.1500,1.0000
145.1667,0.1500,1.0000
145.2000,0.1500,1.0000
145.2333,0.1500,1.0000
145.2667,0.1500,1.0000
145.3000,0.1500,1.0000
145.3333,0.1500,1.0000
145.3667,0.1500,1.0000
145.4000,0.1500,1.0000
145.4333,0.1500,1.0000
145.4667,0.1500,1.0000
145.5000,0.1500,1.0000
145.5333,0.1500,1.0000
145.5667,0.1500,1.0000
145.6000,0.1500,1.0000
145.6333,0.1500,1.0000
145.6667,0.1500,1.0000
145.7000,0.1500,1.0000
145.7333,0.1500,1.0000
145.7667,0.1500,1.0000
145.8000,0.1500,1.0000
145.8333,0.1500,1.0000
145.8667,0.1500,1.0000
145.9000,0.1500,1.0000
145.9333,0.1500,1.0000
145.9667,0.1500,1.0000
146.0000,0.1500,1.0000
146.0333,0.1500,1.0000
146.0667,0.1500,1.0000
146.1000,0.1500,1.0000
146.1333,0.1500,1.0000
146.1667,0.1500,1.0000
146.2000,0.1500,1.0000
146.2333,0.1500,1.0000
146.2667,0.1500,1.0000
146.3000,0.1500,1.0000
146.3333,1.0000,0.1500
146.3667,1.0000,0.1500
146.4000,1.0000,0.1500
146.4333,1.0000,0.1500
146.4667,1.0000,0.1500
146.5000,1.0000,0.1500
146.5333,1.0000,0.1500
146.5667,1.0000,0.1500
146.6000,1.0000,0.1500
146.6333,1.0000,0.1500
146.6667,1.0000,0.1500
146.7000,1.0000,0.1500
146.7333,1.0000,0.1500
146.7667,1.0000,0.1500
146.8000,1.0000,0.1500
146.8333,1.0000,0.1500
146.8667,1.0000,0.1500
146.9000,1.0000,0.1500
146.9333,1.0000,0.1500
146.9667,1.0000,0.1500
147.0000,1.0000,0.1500
147.0333,1.0000,0.1500
147.0667,1.0000,0.1500
147.1000,1.0000,0.1500
147.1333,1.0000,0.1500
147.1667,1.0000,0.1500
147.2000,1.0000,0.1500
147.2333,1.0000,0.1500
147.2667,1.0000,0.1500
147.3000,1.0000,0.1500
147.3333,1.0000,0.1500
147.3667,1.0000,0.1500
147.4000,1.0000,0.1500
147.4333,1.0000,0.1500
147.4667,1.0000,0.1500
147.5000,1.0000,0.1500
147.5333,1.0000,0.1500
147.5667,1.0000,0.1500
147.6000,1.0000,0.1500
147.6333,1.0000,0.1500
147.6667,1.0000,0.1500
147.7000,1.0000,0.1500
147.7333,1.0000,0.1500
147.7667,1.0000,0.1500
147.8000,1.0000,0.1500
147.8333,0.1500,1.0000
147.8667,0.1500,1.0000
147.9000,0.1500,1.0000
147.9333,0.1500,1.0000
147.9667,0.1500,1.0000
148.0000,0.1500,1.0000
148.0333,0.1500,1.0000
148.0667,0.1500,1.0000
148.1000,0.1500,1.0000
148.1333,0.1500,1.0000
148.1667,0.1500,1.0000
148.2000,0.1500,1.0000
148.2333,0.1500,1.0000
148.2667,0.1500,1.0000
148.3000,0.1500,1.0000
148.3333,0.1500,1.0000
148.3667,0.1500,1.0000
148.4000,0.1500,1.0000
148.4333,0.1500,1.0000
148.4667,0.1500,1.0000
148.5000,0.1500,1.0000
148.5333,0.1500,1.0000
148.5667,0.1500,1.0000
148.6000,0.1500,1.0000
148.6333,0.1500,1.0000
148.6667,0.1500,1.0000
148.7000,0.1500,1.0000
148.7333,0.1500,1.0000
148.7667,0.1500,1.0000
148.8000,0.1500,1.0000
148.8333,0.1500,1.0000
148.8667,0.1500,1.0000
148.9000,0.1500,1.0000
148.9333,0.1500,1.0000
148.9667,0.1500,1.0000
149.0000,0.1500,1.0000
149.0333,0.1500,1.0000
149.0667,0.1500,1.0000
149.1000,0.1500,1.0000
149.1333,0.1500,1.0000
149.1667,0.1500,1.0000
149.2000,0.1500,1.0000
149.2333,0.1500,1.0000
149.2667,0.1500,1.0000
149.3000,0.1500,1.0000
149.3333,1.0000,0.1500
149.3667,1.0000,0.1500
149.4000,1.0000,0.1500
149.4333,1.0000,0.1500
149.4667,1.0000,0.1500
149.5000,1.0000,0.1500
149.5333,1.0000,0.1500
149.5667,1.0000,0.1500
149.6000,1.0000,0.1500
149.6333,1.0000,0.1500
149.6667,1.0000,0.1500
149.7000,1.0000,0.1500
149.7333,1.0000,0.1500
149.7667,1.0000,0.1500
149.8000,1.0000,0.1500
149.8333,1.0000,0.1500
149.8667,1.0000,0.1500
149.9000,1.0000,0.1500
149.9333,1.0000,0.1500
149.9667,1.0000,0.1500
150.0000,1.0000,0.1500
150.0333,1.0000,0.1500
150.0667,1.0000,0.1500
150.1000,1.0000,0.1500
150.1333,1.0000,0.1500
150.1667,1.0000,0.1500
150.2000,1.0000,0.1500
150.2333,1.0000,0.1500
150.2667,1.0000,0.1500
150.3000,1.0000,0.1500
150.3333,1.0000,0.1500
150.3667,1.0000,0.1500
150.4000,1.0000,0.1500
150.4333,1.0000,0.1500
150.4667,1.0000,0.1500
150.5000,1.0000,0.1500
150.5333,1.0000,0.1500
150.5667,1.0000,0.1500
150.6000,1.0000,0.1500
150.6333,1.0000,0.1500
150.6667,1.0000,0.1500
150.7000,1.0000,0.1500
150.7333,1.0000,0.1500
150.7667,1.0000,0.1500
150.8000,1.0000,0.1500
150.8333,0.1500,1.0000
150.8667,0.1500,1.0000
150.9000,0.1500,1.0000
150.9333,0.1500,1.0000
150.9667,0.1500,1.0000
151.0000,0.1500,1.0000
151.0333,0.1500,1.0000
151.0667,0.1500,1.0000
151.1000,0.1500,1.0000
151.1333,0.1500,1.0000
151.1667,0.1500,1.0000
151.2000,0.1500,1.0000
151.2333,0.1500,1.0000
151.2667,0.1500,1.0000
151.3000,0.1500,1.0000
151.3333,0.1500,1.0000
151.3667,0.1500,1.0000
151.4000,0.1500,1.0000
151.4333,0.1500,1.0000
151.4667,0.1500,1.0000
151.5000,0.1500,1.0000
151.5333,0.1500,1.0000
151.5667,0.1500,1.0000
151.6000,0.1500,1.0000
151.6333,0.1500,1.0000
151.6667,0.1500,1.0000
151.7000,0.1500,1.0000
151.7333,0.1500,1.0000
151.7667,0.1500,1.0000
151.8000,0.1500,1.0000
151.8333,0.1500,1.0000
151.8667,0.1500,1.0000
151.9000,0.1500,1.0000
151.9333,0.1500,1.0000
151.9667,0.1500,1.0000
152.0000,0.1500,1.0000
152.0333,0.1500,1.0000
152.0667,0.1500,1.0000
152.1000,0.1500,1.0000
152.1333,0.1500,1.0000
152.1667,0.1500,1.0000
152.2000,0.1500,1.0000
152.2333,0.1500,1.0000
152.2667,0.1500,1.0000
152.3000,0.1500,1.0000
152.3333,1.0000,0.1500
152.3667,1.0000,0.1500
152.4000,1.0000,0.1500
152.4333,1.0000,0.1500
152.4667,1.0000,0.1500
152.5000,1.0000,0.1500
152.5333,1.0000,0.1500
152.5667,1.0000,0.1500
152.6000,1.0000,0.1500
152.6333,1.0000,0.1500
152.6667,1.0000,0.1500
152.7000,1.0000,0.1500
152.7333,1.0000,0.1500
152.7667,1.0000,0.1500
152.8000,1.0000,0.1500
152.8333,1.0000,0.1500
152.8667,1.0000,0.1500
152.9000,1.0000,0.1500
152.9333,1.0000,0.1500
152.9667,1.0000,0.1500
153.0000,1.0000,0.1500
153.0333,1.0000,0.1500
153.0667,1.0000,0.1500
153.1000,1.0000,0.1500
153.1333,1.0000,0.1500
153.1667,1.0000,0.1500
153.2000,1.0000,0.1500
153.2333,1.0000,0.1500
153.2667,1.0000,0.1500
153.3000,1.0000,0.1500
153.3333,1.0000,0.1500
153.3667,1.0000,0.1500
153.4000,1.0000,0.1500
153.4333,1.0000,0.1500
153.4667,1.0000,0.1500
153.5000,1.0000,0.1500
153.5333,1.0000,0.1500
153.5667,1.0000,0.1500
153.6000,1.0000,0.1500
153.6333,1.0000,0.1500
153.6667,1.0000,0.1500
153.7000,1.0000,0.1500
153.7333,1.0000,0.1500
153.7667,1.0000,0.1500
153.8000,1.0000,0.1500
153.8333,0.1500,1.0000
153.8667,0.1500,1.0000
153.9000,0.1500,1.0000
153.9333,0.1500,1.0000
153.9667,0.1500,1.0000
154.0000,0.1500,1.0000
154.0333,0.1500,1.0000
154.0667,0.1500,1.0000
154.1000,0.1500,1.0000
154.1333,0.1500,1.0000
154.1667,0.1500,1.0000
154.2000,0.1500,1.0000
154.2333,0.1500,1.0000
154.2667,0.1500,1.0000
154.3000,0.1500,1.0000
154.3333,0.1500,1.0000
154.3667,0.1500,1.0000
154.4000,0.1500,1.0000
154.4333,0.1500,1.0000
154.4667,0.1500,1.0000
154.5000,0.1500,1.0000
154.5333,0.1500,1.0000
154.5667,0.1500,1.0000
154.6000,0.1500,1.0000
154.6333,0.1500,1.0000
154.6667,0.1500,1.0000
154.7000,0.1500,1.0000
154.7333,0.1500,1.0000
154.7667,0.1500,1.0000
154.8000,0.1500,1.0000
154.8333,0.1500,1.0000
154.8667,0.1500,1.0000
154.9000,0.1500,1.0000
154.9333,0.1500,1.0000
154.9667,0.1500,1.0000
155.0000,0.1500,1.0000
155.0333,0.1500,1.0000
155.0667,0.1500,1.0000
155.1000,0.1500,1.0000
155.1333,0.1500,1.0000
155.1667,0.1500,1.0000
155.2000,0.1500,1.0000
155.2333,0.1500,1.0000
155.2667,0.1500,1.0000
155.3000,0.1500,1.0000
155.3333,1.0000,0.1500
155.3667,1.0000,0.1500
155.4000,1.0000,0.1500
155.4333,1.0000,0.1500
155.4667,1.0000,0.1500
155.5000,1.0000,0.1500
155.5333,1.0000,0.1500
155.5667,1.0000,0.1500
155.6000,1.0000,0.1500
155.6333,1.0000,0.1500
155.6667,1.0000,0.1500
155.7000,1.0000,0.1500
155.7333,1.0000,0.1500
155.7667,1.0000,0.1500
155.8000,1.0000,0.1500
155.8333,1.0000,0.1500
155.8667,1.0000,0.1500
155.9000,1.0000,0.1500
155.9333,1.0000,0.1500
155.9667,1.0000,0.1500
156.0000,1.0000,0.1500
156.0333,1.0000,0.1500
156.0667,1.0000,0.1500
156.1000,1.0000,0.1500
156.1333,1.0000,0.1500
156.1667,1.0000,0.1500
156.2000,1.0000,0.1500
156.2333,1.0000,0.1500
156.2667,1.0000,0.1500
156.3000,1.0000,0.1500
156.3333,1.0000,0.1500
156.3667,1.0000,0.1500
156.4000,1.0000,0.1500
156.4333,1.0000,0.1500
156.4667,1.0000,0.1500
156.5000,1.0000,0.1500
156.5333,1.0000,0.1500
156.5667,1.0000,0.1500
156.6000,1.0000,0.1500
156.6333,1.0000,0.1500
156.6667,1.0000,0.1500
156.7000,1.0000,0.1500
156.7333,1.0000,0.1500
156.7667,1.0000,0.1500
156.8000,1.0000,0.1500
156.8333,0.1500,1.0000
156.8667,0.1500,1.0000
156.9000,0.1500,1.0000
156.9333,0.1500,1.0000
156.9667,0.1500,1.0000
157.0000,0.1500,1.0000
157.0333,0.1500,1.0000
157.0667,0.1500,1.0000
157.1000,0.1500,1.0000
157.1333,0.1500,1.0000
157.1667,0.1500,1.0000
157.2000,0.1500,1.0000
157.2333,0.1500,1.0000
157.2667,0.1500,1.0000
157.3000,0.1500,1.0000
157.3333,0.1500,1.0000
157.3667,0.1500,1.0000
157.4000,0.1500,1.0000
157.4333,0.1500,1.0000
157.4667,0.1500,1.0000
157.5000,0.1500,1.0000
157.5333,0.1500,1.0000
157.5667,0.1500,1.0000
157.6000,0.1500,1.0000
157.6333,0.1500,1.0000
157.6667,0.1500,1.0000
157.7000,0.1500,1.0000
157.7333,0.1500,1.0000
157.7667,0.1500,1.0000
157.8000,0.1500,1.0000
157.8333,0.1500,1.0000
157.8667,0.1500,1.0000
157.9000,0.1500,1.0000
157.9333,0.1500,1.0000
157.9667,0.1500,1.0000
158.0000,0.1500,1.0000
158.0333,0.1500,1.0000
158.0667,0.1500,1.0000
158.1000,0.1500,1.0000
158.1333,0.1500,1.0000
158.1667,0.1500,1.0000
158.2000,0.1500,1.0000
158.2333,0.1500,1.0000
158.2667,0.1500,1.0000
158.3000,0.1500,1.0000
158.3333,1.0000,0.1500
158.3667,1.0000,0.1500
158.4000,1.0000,0.1500
158.4333,1.0000,0.1500
158.4667,1.0000,0.1500
158.5000,1.0000,0.1500
158.5333,1.0000,0.1500
158.5667,1.0000,0.1500
158.6000,1.0000,0.1500
158.6333,1.0000,0.1500
158.6667,1.0000,0.1500
158.7000,1.0000,0.1500
158.7333,1.0000,0.1500
158.7667,1.0000,0.1500
158.8000,1.0000,0.1500
158.8333,1.0000,0.1500
158.8667,1.0000,0.1500
158.9000,1.0000,0.1500
158.9333,1.0000,0.1500
158.9667,1.0000,0.1500
159.0000,1.0000,0.1500
159.0333,1.0000,0.1500
159.0667,1.0000,0.1500
159.1000,1.0000,0.1500
159.1333,1.0000,0.1500
159.1667,1.0000,0.1500
159.2000,1.0000,0.1500
159.2333,1.0000,0.1500
159.2667,1.0000,0.1500
159.3000,1.0000,0.1500
159.3333,1.0000,0.1500
159.3667,1.0000,0.1500
159.4000,1.0000,0.1500
159.4333,1.0000,0.1500
159.4667,1.0000,0.1500
159.5000,1.0000,0.1500
159.5333,1.0000,0.1500
159.5667,1.0000,0.1500
159.6000,1.0000,0.1500
159.6333,1.0000,0.1500
159.6667,1.0000,0.1500
159.7000,1.0000,0.1500
159.7333,1.0000,0.1500
159.7667,1.0000,0.1500
159.8000,1.0000,0.1500
159.8333,0.1500,1.0000
159.8667,0.1500,1.0000
159.9000,0.1500,1.0000
159.9333,0.1500,1.0000
159.9667,0.1500,1.0000
160.0000,0.1500,1.0000
160.0333,0.1500,1.0000
160.0667,0.1500,1.0000
160.1000,0.1500,1.0000
160.1333,0.1500,1.0000
160.1667,0.1500,1.0000
160.2000,0.1500,1.0000
160.2333,0.1500,1.0000
160.2667,0.1500,1.0000
160.3000,0.1500,1.0000
160.3333,0.1500,1.0000
160.3667,0.1500,1.0000
160.4000,0.1500,1.0000
160.4333,0.1500,1.0000
160.4667,0.1500,1.0000
160.5000,0.1500,1.0000
160.5333,0.1500,1.0000
160.5667,0.1500,1.0000
160.6000,0.1500,1.0000
160.6333,0.1500,1.0000
160.6667,0.1500,1.0000
160.7000,0.1500,1.0000
160.7333,0.1500,1.0000
160.7667,0.1500,1.0000
160.8000,0.1500,1.0000
160.8333,0.1500,1.0000
160.8667,0.1500,1.0000
160.9000,0.1500,1.0000
160.9333,0.1500,1.0000
160.9667,0.1500,1.0000
161.0000,0.1500,1.0000
161.0333,0.1500,1.0000
161.0667,0.1500,1.0000
161.1000,0.1500,1.0000
161.1333,0.1500,1.0000
161.1667,0.1500,1.0000
161.2000,0.1500,1.0000
161.2333,0.1500,1.0000
161.2667,0.1500,1.0000
161.3000,0.1500,1.0000
161.3333,0.1500,1.0000
161.3667,0.2350,0.9150
161.4000,0.3200,0.8300
161.4333,0.4050,0.7450
161.4667,0.4900,0.6600
161.5000,0.5750,0.5750
161.5333,0.6600,0.4900
161.5667,0.7450,0.4050
161.6000,0.8300,0.3200
161.6333,0.9150,0.2350
161.6667,1.0000,0.1500
161.7000,1.0000,0.1500
161.7333,1.0000,0.1500
161.7667,1.0000,0.1500
161.8000,1.0000,0.1500
161.8333,1.0000,0.1500
161.8667,1.0000,0.1500
161.9000,1.0000,0.1500
161.9333,1.0000,0.1500
161.9667,1.0000,0.1500
162.0000,1.0000,0.1500
162.0333,1.0000,0.1500
162.0667,1.0000,0.1500
162.1000,1.0000,0.1500
162.1333,1.0000,0.1500
162.1667,1.0000,0.1500
162.2000,1.0000,0.1500
162.2333,1.0000,0.1500
162.2667,1.0000,0.1500
162.3000,1.0000,0.1500
162.3333,1.0000,0.1500
162.3667,1.0000,0.1500
162.4000,1.0000,0.1500
162.4333,1.0000,0.1500
162.4667,0.1500,1.0000
162.5000,0.1500,1.0000
162.5333,0.1500,1.0000
162.5667,0.1500,1.0000
162.6000,0.1500,1.0000
162.6333,0.1500,1.0000
162.6667,0.1500,1.0000
162.7000,0.1500,1.0000
162.7333,0.1500,1.0000
162.7667,0.1500,1.0000
162.8000,0.1500,1.0000
162.8333,0.1500,1.0000
162.8667,0.1500,1.0000
162.9000,0.1500,1.0000
162.9333,0.1500,1.0000
162.9667,0.1500,1.0000
163.0000,0.1500,1.0000
163.0333,0.1500,1.0000
163.0667,0.1500,1.0000
163.1000,0.1500,1.0000
163.1333,0.1500,1.0000
163.1667,0.1500,1.0000
163.2000,0.1500,1.0000
163.2333,0.1500,1.0000
163.2667,1.0000,0.1500
163.3000,1.0000,0.1500
163.3333,1.0000,0.1500
163.3667,1.0000,0.1500
163.4000,1.0000,0.1500
163.4333,1.0000,0.1500
163.4667,1.0000,0.1500
163.5000,1.0000,0.1500
163.5333,1.0000,0.1500
163.5667,1.0000,0.1500
163.6000,1.0000,0.1500
163.6333,1.0000,0.1500
163.6667,1.0000,0.1500
163.7000,1.0000,0.1500
163.7333,1.0000,0.1500
163.7667,1.0000,0.1500
163.8000,1.0000,0.1500
163.8333,1.0000,0.1500
163.8667,1.0000,0.1500
163.9000,1.0000,0.1500
163.9333,1.0000,0.1500
163.9667,1.0000,0.1500
164.0000,1.0000,0.1500
164.0333,1.0000,0.1500
164.0667,0.1500,1.0000
164.1000,0.1500,1.0000
164.1333,0.1500,1.0000
164.1667,0.1500,1.0000
164.2000,0.1500,1.0000
164.2333,0.1500,1.0000
164.2667,0.1500,1.0000
164.3000,0.1500,1.0000
164.3333,0.1500,1.0000
164.3667,0.1500,1.0000
164.4000,0.1500,1.0000
164.4333,0.1500,1.0000
164.4667,0.1500,1.0000
164.5000,0.1500,1.0000
164.5333,0.1500,1.0000
164.5667,0.1500,1.0000
164.6000,0.1500,1.0000
164.6333,0.1500,1.0000
164.6667,0.1500,1.0000
164.7000,0.1500,1.0000
164.7333,0.1500,1.0000
164.7667,0.1500,1.0000
164.8000,0.1500,1.0000
164.8333,0.1500,1.0000
164.8667,1.0000,0.1500
164.9000,1.0000,0.1500
164.9333,1.0000,0.1500
164.9667,1.0000,0.1500
165.0000,1.0000,0.1500
165.0333,1.0000,0.1500
165.0667,1.0000,0.1500
165.1000,1.0000,0.1500
165.1333,1.0000,0.1500
165.1667,1.0000,0.1500
165.2000,1.0000,0.1500
165.2333,1.0000,0.1500
165.2667,1.0000,0.1500
165.3000,1.0000,0.1500
165.3333,1.0000,0.1500
165.3667,1.0000,0.1500
165.4000,1.0000,0.1500
165.4333,1.0000,0.1500
165.4667,1.0000,0.1500
165.5000,1.0000,0.1500
165.5333,1.0000,0.1500
165.5667,1.0000,0.1500
165.6000,1.0000,0.1500
165.6333,1.0000,0.1500
165.6667,0.1500,1.0000
165.7000,0.1500,1.0000
165.7333,0.1500,1.0000
165.7667,0.1500,1.0000
165.8000,0.1500,1.0000
165.8333,0.1500,1.0000
165.8667,0.1500,1.0000
165.9000,0.1500,1.0000
165.9333,0.1500,1.0000
165.9667,0.1500,1.0000
166.0000,0.1500,1.0000
166.0333,0.1500,1.0000
166.0667,0.1500,1.0000
166.1000,0.1500,1.0000
166.1333,0.1500,1.0000
166.1667,0.1500,1.0000
166.2000,0.1500,1.0000
166.2333,0.1500,1.0000
166.2667,0.1500,1.0000
166.3000,0.1500,1.0000
166.3333,0.1500,1.0000
166.3667,0.1500,1.0000
166.4000,0.1500,1.0000
166.4333,0.1500,1.0000
166.4667,1.0000,0.1500
166.5000,1.0000,0.1500
166.5333,1.0000,0.1500
166.5667,1.0000,0.1500
166.6000,1.0000,0.1500
166.6333,1.0000,0.1500
166.6667,1.0000,0.1500
166.7000,1.0000,0.1500
166.7333,1.0000,0.1500
166.7667,1.0000,0.1500
166.8000,1.0000,0.1500
166.8333,1.0000,0.1500
166.8667,1.0000,0.1500
166.9000,1.0000,0.1500
166.9333,1.0000,0.1500
166.9667,1.0000,0.1500
167.0000,1.0000,0.1500
167.0333,1.0000,0.1500
167.0667,1.0000,0.1500
167.1000,1.0000,0.1500
167.1333,1.0000,0.1500
167.1667,1.0000,0.1500
167.2000,1.0000,0.1500
167.2333,1.0000,0.1500
167.2667,0.1500,1.0000
167.3000,0.1500,1.0000
167.3333,0.1500,1.0000
167.3667,0.1500,1.0000
167.4000,0.1500,1.0000
167.4333,0.1500,1.0000
167.4667,0.1500,1.0000
167.5000,0.1500,1.0000
167.5333,0.1500,1.0000
167.5667,0.1500,1.0000
167.6000,0.1500,1.0000
167.6333,0.1500,1.0000
167.6667,0.1500,1.0000
167.7000,0.1500,1.0000
167.7333,0.1500,1.0000
167.7667,0.1500,1.0000
167.8000,0.1500,1.0000
167.8333,0.1500,1.0000
167.8667,0.1500,1.0000
167.9000,0.1500,1.0000
167.9333,0.1500,1.0000
167.9667,0.1500,1.0000
168.0000,0.1500,1.0000
168.0333,0.1500,1.0000
168.0667,1.0000,0.1500
168.1000,1.0000,0.1500
168.1333,1.0000,0.1500
168.1667,1.0000,0.1500
168.2000,1.0000,0.1500
168.2333,1.0000,0.1500
168.2667,1.0000,0.1500
168.3000,1.0000,0.1500
168.3333,1.0000,0.1500
168.3667,1.0000,0.1500
168.4000,1.0000,0.1500
168.4333,1.0000,0.1500
168.4667,1.0000,0.1500
168.5000,1.0000,0.1500
168.5333,1.0000,0.1500
168.5667,1.0000,0.1500
168.6000,1.0000,0.1500
168.6333,1.0000,0.1500
168.6667,1.0000,0.1500
168.7000,1.0000,0.1500
168.7333,1.0000,0.1500
168.7667,1.0000,0.1500
168.8000,1.0000,0.1500
168.8333,1.0000,0.1500
168.8667,0.1500,1.0000
168.9000,0.1500,1.0000
168.9333,0.1500,1.0000
168.9667,0.1500,1.0000
169.0000,0.1500,1.0000
169.0333,0.1500,1.0000
169.0667,0.1500,1.0000
169.1000,0.1500,1.0000
169.1333,0.1500,1.0000
169.1667,0.1500,1.0000
169.2000,0.1500,1.0000
169.2333,0.1500,1.0000
169.2667,0.1500,1.0000
169.3000,0.1500,1.0000
169.3333,0.1500,1.0000
169.3667,0.1500,1.0000
169.4000,0.1500,1.0000
169.4333,0.1500,1.0000
169.4667,0.1500,1.0000
169.5000,0.1500,1.0000
169.5333,0.1500,1.0000
169.5667,0.1500,1.0000
169.6000,0.1500,1.0000
169.6333,0.1500,1.0000
169.6667,1.0000,0.1500
169.7000,1.0000,0.1500
169.7333,1.0000,0.1500
169.7667,1.0000,0.1500
169.8000,1.0000,0.1500
169.8333,1.0000,0.1500
169.8667,1.0000,0.1500
169.9000,1.0000,0.1500
169.9333,1.0000,0.1500
169.9667,1.0000,0.1500
170.0000,1.0000,0.1500
170.0333,1.0000,0.1500
170.0667,1.0000,0.1500
170.1000,1.0000,0.1500
170.1333,1.0000,0.1500
170.1667,1.0000,0.1500
170.2000,1.0000,0.1500
170.2333,1.0000,0.1500
170.2667,1.0000,0.1500
170.3000,1.0000,0.1500
170.3333,1.0000,0.1500
170.3667,1.0000,0.1500
170.4000,1.0000,0.1500
170.4333,1.0000,0.1500
170.4667,0.1500,1.0000
170.5000,0.1500,1.0000
170.5333,0.1500,1.0000
170.5667,0.1500,1.0000
170.6000,0.1500,1.0000
170.6333,0.1500,1.0000
170.6667,0.1500,1.0000
170.7000,0.1500,1.0000
170.7333,0.1500,1.0000
170.7667,0.1500,1.0000
170.8000,0.1500,1.0000
170.8333,0.1500,1.0000
170.8667,0.1500,1.0000
170.9000,0.1500,1.0000
170.9333,0.1500,1.0000
170.9667,0.1500,1.0000
171.0000,0.1500,1.0000
171.0333,0.1500,1.0000
171.0667,0.1500,1.0000
171.1000,0.1500,1.0000
171.1333,0.1500,1.0000
171.1667,0.1500,1.0000
171.2000,0.1500,1.0000
171.2333,0.1500,1.0000
171.2667,1.0000,0.1500
171.3000,1.0000,0.1500
171.3333,1.0000,0.1500
171.3667,1.0000,0.1500
171.4000,1.0000,0.1500
171.4333,1.0000,0.1500
171.4667,1.0000,0.1500
171.5000,1.0000,0.1500
171.5333,1.0000,0.1500
171.5667,1.0000,0.1500
171.6000,1.0000,0.1500
